Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,sat,1,0,0,0,0,0.5789,0.0,0.5789,0,0.5789,4.649,4.81,0,0.0,4.81,1,1,0.8894,1.0,-,"[  0.   2.   2.   2.   0.   0.   1.   1.   2.   6. 118.  -2.   8. 500.
   0.   2.]","[  1.   2.   2.   2.   0.   0.   1.   1.   2.   6. 118.  -2.   8. 500.
   0.   2.]"
2,unsat,1,1,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.14,0,0.0,0.14,0,0,0.8894,1.0,-,,
3,sat,2,1,0,0,0,0.4737,0.0,0.4737,0,0.4737,19.272,19.52,0,0.0,19.52,1,1,0.8894,1.0,-,"[  0.   0.   0.   4.   1.   1.   0.   0.  11.   1. 396.   1.  10.   6.
   7.   1.]","[  1.   0.   0.   4.   1.   1.   0.   0.  11.   1. 396.   1.  10.   6.
   7.   1.]"
4,unsat,2,2,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.015,0.13,0,0.0,0.13,0,0,0.8894,1.0,-,,
5,unsat,2,3,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.13,0,0.0,0.13,0,0,0.8894,1.0,-,,
6,sat,3,3,0,0,0,0.6842,0.0526,0.7368,0,0.7368,0.772,0.93,0,0.0,0.93,1,1,0.8894,1.0,-,"[  0.   8.   0.   1.   0.   1.   1.   1.   1.   6. 802.  -2.  50. 900.
   4.   2.]","[  1.   8.   0.   1.   0.   1.   1.   1.   1.   6. 802.  -2.  50. 900.
   4.   2.]"
7,unsat,3,4,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.13,0,0.0,0.13,0,0,0.8894,1.0,-,,
8,unsat,3,5,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.14,0,0.0,0.14,0,0,0.8894,1.0,-,,
9,sat,4,5,0,0,0,0.7368,0.0526,0.7895,0,0.7895,0.07,0.21,0,0.0,0.21,1,1,0.8894,1.0,-,"[ 0.000e+00  4.000e+00  0.000e+00  0.000e+00  1.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  1.116e+03 -2.000e+00
  4.200e+01  1.120e+02  6.000e+00  0.000e+00]","[ 1.000e+00  4.000e+00  0.000e+00  0.000e+00  1.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  1.116e+03 -2.000e+00
  4.200e+01  1.120e+02  6.000e+00  0.000e+00]"
10,unsat,4,6,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.14,0,0.0,0.14,0,0,0.8894,1.0,-,,
11,unsat,4,7,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.14,0,0.0,0.14,0,0,0.8894,1.0,-,,
12,unsat,4,8,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.02,0.14,0,0.0,0.14,0,0,0.8894,1.0,-,,
13,unsat,4,9,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.13,0,0.0,0.13,0,0,0.8894,1.0,-,,
14,sat,5,9,0,0,0,0.6842,0.0,0.6842,0,0.6842,0.455,0.58,0,0.0,0.58,1,1,0.8894,1.0,-,"[  0.   1.   0.   5.   1.   1.   1.   1.  11.   4. 604.   0.  25. 397.
   3.   0.]","[  1.   1.   0.   5.   1.   1.   1.   1.  11.   4. 604.   0.  25. 397.
   3.   0.]"
15,unsat,5,10,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.13,0,0.0,0.13,0,0,0.8894,1.0,-,,
16,sat,6,10,0,0,0,0.6842,0.0,0.6842,0,0.6842,0.588,0.73,0,0.0,0.73,1,1,0.8894,1.0,-,"[  1.  10.   2.   5.   1.   1.   0.   0.   0.   4. 507.  -1.   3. 907.
   1.   2.]","[  0.  10.   2.   5.   1.   1.   0.   0.   0.   4. 507.  -1.   3. 907.
   1.   2.]"
17,unsat,6,11,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.02,0.2,0,0.0,0.2,0,0,0.8894,1.0,-,,
18,unsat,6,12,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.13,0,0.0,0.13,0,0,0.8894,1.0,-,,
19,sat,7,12,0,0,0,0.6842,0.0,0.6842,0,0.6842,0.693,0.81,0,0.0,0.81,1,1,0.8894,1.0,-,"[  1.  10.   1.   6.   0.   1.   0.   0.   0.   6. 296.  -2.   1. 920.
   0.   2.]","[  0.  10.   1.   6.   0.   1.   0.   0.   0.   6. 296.  -2.   1. 920.
   0.   2.]"
20,sat,8,12,0,0,0,0.6842,0.0526,0.7368,0,0.7368,0.458,0.63,0,0.0,0.63,1,1,0.8894,1.0,-,"[  0.   6.   0.   0.   1.   0.   1.   1.   9.   5. 800.  -2.  49. 768.
   1.   0.]","[  1.   6.   0.   0.   1.   0.   1.   1.   9.   5. 800.  -2.  49. 768.
   1.   0.]"
