Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,unknown,0,0,1,1,0,0.4898,0.0,0.4898,0.0408,0.5306,100.161,101.1,100.167,100.25,201.36,0,0,0.8876,1.0,-,,
2,unsat,0,1,1,0,0,0.9184,0.0,0.9184,0,0.9184,0.014,0.18,0,0.0,0.18,0,0,0.8876,1.0,-,,
3,sat,1,1,1,1,1,0.551,0.0,0.551,0.1633,0.7143,100.052,101.1,10.486,10.54,111.65,1,1,0.8876,1.0,-,"[  0.   0.   0.   2.   1.   1.   0.   1.  11.   6. 349.   1.  11.   0.
   2.   0.]","[  1.   0.   0.   2.   1.   1.   0.   1.  11.   6. 349.   1.  11.   0.
   2.   0.]"
4,unsat,1,2,1,0,0,0.9184,0.0,0.9184,0,0.9184,0.014,0.16,0,0.0,0.16,0,0,0.8876,1.0,-,,
5,unsat,1,3,1,0,0,0.9184,0.0,0.9184,0,0.9184,0.014,0.16,0,0.0,0.16,0,0,0.8876,1.0,-,,
6,sat,2,3,1,0,0,0.7959,0.0,0.7959,0,0.7959,5.861,6.44,0,0.0,6.44,1,1,0.8876,1.0,-,"[  1.   0.   2.   0.   0.   1.   0.   0.   3.   4. 884.   1.  44. 999.
   3.   1.]","[  0.   0.   2.   0.   0.   1.   0.   0.   3.   4. 884.   1.  44. 999.
   3.   1.]"
7,unsat,2,4,1,0,0,0.9184,0.0,0.9184,0,0.9184,0.015,0.17,0,0.0,0.17,0,0,0.8876,1.0,-,,
8,unsat,2,5,1,0,0,0.9184,0.0,0.9184,0,0.9184,0.014,0.16,0,0.0,0.16,0,0,0.8876,1.0,-,,
9,sat,3,5,1,0,0,0.8571,0.0,0.8571,0,0.8571,0.164,0.64,0,0.0,0.64,1,1,0.8876,1.0,-,"[ 1.000e+00  7.000e+00  2.000e+00  1.000e+00  0.000e+00  1.000e+00
  1.000e+00  1.000e+00  7.000e+00  6.000e+00  1.101e+03 -1.000e+00
  5.000e+01  1.920e+02  7.000e+00  2.000e+00]","[ 0.000e+00  7.000e+00  2.000e+00  1.000e+00  0.000e+00  1.000e+00
  1.000e+00  1.000e+00  7.000e+00  6.000e+00  1.101e+03 -1.000e+00
  5.000e+01  1.920e+02  7.000e+00  2.000e+00]"
10,unsat,3,6,1,0,0,0.9184,0.0,0.9184,0,0.9184,0.015,0.16,0,0.0,0.16,0,0,0.8876,1.0,-,,
11,unsat,3,7,1,0,0,0.9184,0.0,0.9184,0,0.9184,0.015,0.16,0,0.0,0.16,0,0,0.8876,1.0,-,,
12,unsat,3,8,1,0,0,0.8163,0.0,0.8163,0,0.8163,0.457,1.1,0,0.0,1.1,0,0,0.8876,1.0,-,,
13,unsat,3,9,1,0,0,0.9184,0.0,0.9184,0,0.9184,0.014,0.16,0,0.0,0.16,0,0,0.8876,1.0,-,,
14,sat,4,9,1,0,0,0.7347,0.0,0.7347,0,0.7347,4.305,4.74,0,0.0,4.74,1,1,0.8876,1.0,-,"[  1.   3.   0.   0.   1.   1.   1.   1.   0.   5. 659.  -3.  35. 390.
   6.   0.]","[  0.   3.   0.   0.   1.   1.   1.   1.   0.   5. 659.  -3.  35. 390.
   6.   0.]"
15,unsat,4,10,1,0,0,0.9184,0.0,0.9184,0,0.9184,0.015,0.17,0,0.0,0.17,0,0,0.8876,1.0,-,,
16,sat,5,10,1,0,0,0.7755,0.0,0.7755,0,0.7755,4.068,4.24,0,0.0,4.24,1,1,0.8876,1.0,-,"[  1.   9.   2.   4.   1.   1.   0.   0.  10.   1. 590.  -1.  42. 902.
   0.   1.]","[  0.   9.   2.   4.   1.   1.   0.   0.  10.   1. 590.  -1.  42. 902.
   0.   1.]"
17,unsat,5,11,1,0,0,0.8163,0.0,0.8163,0,0.8163,0.236,0.8,0,0.0,0.8,0,0,0.8876,1.0,-,,
18,unsat,5,12,1,0,0,0.9184,0.0,0.9184,0,0.9184,0.015,0.16,0,0.0,0.16,0,0,0.8876,1.0,-,,
19,sat,6,12,1,0,0,0.6327,0.0,0.6327,0,0.6327,28.542,29.36,0,0.0,29.36,1,1,0.8876,1.0,-,"[  0.  10.   2.   5.   0.   0.   0.   1.   0.   3. 299.  -3.  13. 900.
   1.   2.]","[  1.  10.   2.   5.   0.   0.   0.   1.   0.   3. 299.  -3.  13. 900.
   1.   2.]"
20,sat,7,12,1,0,0,0.7959,0.0,0.7959,0,0.7959,2.239,2.57,0,0.0,2.57,1,1,0.8876,1.0,-,"[  0.   5.   2.   0.   1.   1.   1.   0.   4.   1. 801.   1.  50. 798.
   2.   1.]","[  1.   5.   2.   0.   1.   1.   1.   0.   4.   1. 801.   1.  50. 798.
   2.   1.]"
