Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,unknown,0,0,1,1,0,0.32,0.0,0.32,0.12,0.44,100.046,100.55,100.036,100.11,200.66,0,0,0.8477,1.0,-,,
2,unknown,0,0,2,1,0,0.48,0.0,0.48,0.04,0.52,100.075,100.37,100.126,100.19,200.56,0,0,0.8477,1.0,-,,
3,unknown,0,0,3,1,0,0.24,0.0,0.24,0.12,0.36,100.219,100.75,100.11,100.2,200.94,0,0,0.8477,1.0,-,,
4,unsat,0,1,3,0,0,0.76,0.0,0.76,0,0.76,1.795,1.96,0,0.0,1.96,0,0,0.8477,1.0,-,,
5,sat,1,1,3,0,0,0.76,0.0,0.76,0,0.76,2.195,2.41,0,0.0,2.41,1,1,0.8477,1.0,-,[88.  4. 10.  1.  6. 13.  5.  0.  0. 10.  9. 94.  8.],[88.  4. 10.  1.  6. 13.  5.  0.  1. 10.  9. 94.  8.]
6,unsat,1,2,3,0,0,0.72,0.0,0.72,0,0.72,1.71,1.99,0,0.0,1.99,0,0,0.8477,1.0,-,,
7,unsat,1,3,3,0,0,0.72,0.0,0.72,0,0.72,1.813,2.09,0,0.0,2.09,0,0,0.8477,1.0,-,,
8,unsat,1,4,3,0,0,0.68,0.0,0.68,0,0.68,4.517,4.85,0,0.0,4.85,0,0,0.8477,1.0,-,,
9,sat,2,4,3,0,0,0.76,0.0,0.76,0,0.76,2.729,2.94,0,0.0,2.94,1,1,0.8477,1.0,-,[57.  6.  9.  1.  4.  0.  0.  1.  0. 19. 11. 50. 10.],[57.  6.  9.  1.  4.  0.  0.  1.  1. 19. 11. 50. 10.]
10,unsat,2,5,3,0,0,0.68,0.0,0.68,0,0.68,11.541,11.82,0,0.0,11.82,0,0,0.8477,1.0,-,,
11,sat,3,5,3,0,0,0.72,0.0,0.72,0,0.72,3.121,3.4,0,0.0,3.4,1,1,0.8477,1.0,-,[90.  6. 15.  2.  0.  1.  5.  4.  0. 10. 10. 11. 40.],[90.  6. 15.  2.  0.  1.  5.  4.  1. 10. 10. 11. 40.]
12,unsat,3,6,3,0,0,0.72,0.0,0.72,0,0.72,4.451,4.73,0,0.0,4.73,0,0,0.8477,1.0,-,,
13,unknown,3,6,4,1,0,0.44,0.0,0.44,0.04,0.48,100.033,100.33,100.043,100.11,200.44,0,0,0.8477,1.0,-,,
14,unknown,3,6,5,1,0,0.48,0.0,0.48,0.04,0.52,100.095,100.34,100.067,100.14,200.48,0,0,0.8477,1.0,-,,
15,unknown,3,6,6,1,0,0.48,0.0,0.48,0.08,0.56,100.035,100.38,100.013,100.07,200.46,0,0,0.8477,1.0,-,,
16,sat,4,6,6,0,0,0.68,0.0,0.68,0,0.68,10.959,11.3,0,0.0,11.3,1,1,0.8477,1.0,-,[20.  5.  8.  4.  6.  1.  1.  2.  0. 10. 10. 15. 18.],[20.  5.  8.  4.  6.  1.  1.  2.  1. 10. 10. 15. 18.]
17,unsat,4,7,6,0,0,0.76,0.0,0.76,0,0.76,0.768,0.98,0,0.0,0.98,0,0,0.8477,1.0,-,,
18,unknown,4,7,7,1,0,0.28,0.0,0.28,0.08,0.36,100.024,100.53,100.033,100.12,200.65,0,0,0.8477,1.0,-,,
19,sat,5,7,7,0,0,0.76,0.0,0.76,0,0.76,1.813,2.03,0,0.0,2.03,1,1,0.8477,1.0,-,[80.  6.  9.  1.  0.  0.  4.  4.  0. 10. 13. 51. 31.],[80.  6.  9.  1.  0.  0.  4.  4.  1. 10. 13. 51. 31.]
20,unsat,5,8,7,0,0,0.72,0.0,0.72,0,0.72,1.77,2.05,0,0.0,2.05,0,0,0.8477,1.0,-,,
21,unsat,5,9,7,0,0,0.76,0.0,0.76,0,0.76,1.246,1.46,0,0.0,1.46,0,0,0.8477,1.0,-,,
22,unsat,5,10,7,0,0,0.76,0.0,0.76,0,0.76,0.793,1.0,0,0.0,1.0,0,0,0.8477,1.0,-,,
23,unknown,5,10,8,1,0,0.36,0.0,0.36,0.08,0.44,100.283,100.78,100.028,100.1,200.88,0,0,0.8477,1.0,-,,
24,unknown,5,10,9,1,0,0.28,0.0,0.28,0.12,0.4,100.031,100.55,100.11,100.19,200.74,0,0,0.8477,1.0,-,,
1,sat,1,0,0,0,0,0.72,0.0,0.72,0,0.72,4.451,4.73,0,0.0,4.73,1,1,0.8477,1.0,-,[48.  5.  4.  3.  0. 11.  5.  3.  1. 12. 10. 23. 10.],[48.  5.  4.  3.  0. 11.  5.  3.  0. 12. 10. 23. 10.]
2,sat,2,0,0,0,0,0.76,0.0,0.76,0,0.76,2.493,2.71,0,0.0,2.71,1,1,0.8477,1.0,-,[85.  5.  7.  2.  6.  4.  1.  0.  0. 10.  5. 70. 30.],[85.  5.  7.  2.  6.  4.  1.  0.  1. 10.  5. 70. 30.]
3,unsat,2,1,0,0,0,0.72,0.0,0.72,0,0.72,4.308,4.52,0,0.0,4.52,0,0,0.8477,1.0,-,,
4,unknown,2,1,1,1,0,0.36,0.0,0.36,0.12,0.48,100.016,100.41,100.009,100.07,200.48,0,0,0.8477,1.0,-,,
5,sat,3,1,1,0,0,0.76,0.0,0.76,0,0.76,2.576,2.79,0,0.0,2.79,1,1,0.8477,1.0,-,[90.  4.  9.  1.  5. 10.  5.  1.  0. 19.  1. 54. 40.],[90.  4.  9.  1.  5. 10.  5.  1.  1. 19.  1. 54. 40.]
6,unknown,3,1,2,1,0,0.48,0.0,0.48,0.08,0.56,100.034,100.36,100.049,100.1,200.46,0,0,0.8477,1.0,-,,
7,sat,4,1,2,1,1,0.52,0.0,0.52,0.04,0.56,100.015,100.29,35.213,35.27,135.56,1,1,0.8477,1.0,-,[79.  6.  0. 11.  4.  9.  5.  0.  1.  0. 10. 40.  1.],[79.  6.  0. 11.  4.  9.  5.  0.  0.  0. 10. 40.  1.]
8,sat,5,1,2,0,0,0.72,0.0,0.72,0,0.72,3.484,3.76,0,0.0,3.76,1,1,0.8477,1.0,-,[60.  5. 15.  1.  1.  5.  5.  3.  1. 16. 11. 30. 40.],[60.  5. 15.  1.  1.  5.  5.  3.  0. 16. 11. 30. 40.]
9,unknown,5,1,3,1,0,0.32,0.0,0.32,0.12,0.44,100.139,100.66,100.023,100.09,200.75,0,0,0.8477,1.0,-,,
10,sat,6,1,3,0,0,0.72,0.0,0.72,0,0.72,4.769,4.99,0,0.0,4.99,1,1,0.8477,1.0,-,[30.  4.  9.  2.  1. 10.  5.  4.  1. 10.  9. 21. 40.],[30.  4.  9.  2.  1. 10.  5.  4.  0. 10.  9. 21. 40.]
11,sat,7,1,3,0,0,0.76,0.0,0.76,0,0.76,1.528,1.75,0,0.0,1.75,1,1,0.8477,1.0,-,[100.   4.  10.   3.   6.   2.   5.   0.   0.  12.   1. 100.  40.],[100.   4.  10.   3.   6.   2.   5.   0.   1.  12.   1. 100.  40.]
12,sat,8,1,3,0,0,0.76,0.0,0.76,0,0.76,0.343,0.56,0,0.0,0.56,1,1,0.8477,1.0,-,[50.  6.  9.  2.  0. 10.  5.  4.  0. 19. 10. 81. 20.],[50.  6.  9.  2.  0. 10.  5.  4.  1. 19. 10. 81. 20.]
13,sat,9,1,3,0,0,0.72,0.0,0.72,0,0.72,2.576,2.8,0,0.0,2.8,1,1,0.8477,1.0,-,[10.  6. 15. 11.  0. 10.  5.  4.  1. 10.  0. 71. 11.],[10.  6. 15. 11.  0. 10.  5.  4.  0. 10.  0. 71. 11.]
14,unknown,9,1,4,1,0,0.28,0.0,0.28,0.2,0.48,100.042,100.63,100.079,100.13,200.76,0,0,0.8477,1.0,-,,
15,sat,10,1,4,0,0,0.48,0.0,0.48,0,0.48,93.2,93.51,0,0.0,93.51,1,1,0.8477,1.0,-,[100.   6.  15.  16.   0.  11.   3.   1.   1.   1.   0.  41.  39.],[100.   6.  15.  16.   0.  11.   3.   1.   0.   1.   0.  41.  39.]
