Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,unknown,0,0,1,1,0,0.504,0.0,0.504,0.152,0.656,101.406,108.66,100.013,100.23,208.9,0,0,0.8485,1.0,-,,
2,unknown,0,0,2,1,0,0.432,0.0,0.432,0.16,0.592,107.136,116.03,100.21,100.49,216.53,0,0,0.8485,1.0,-,,
3,unsat,0,1,2,0,0,0.808,0.0,0.808,0,0.808,71.269,72.52,0,0.0,72.52,0,0,0.8485,1.0,-,,
4,unsat,0,2,2,0,0,0.808,0.0,0.808,0,0.808,98.549,99.8,0,0.0,99.8,0,0,0.8485,1.0,-,,
5,unknown,0,2,3,1,0,0.488,0.0,0.488,0.176,0.664,102.687,110.85,100.135,100.34,211.2,0,0,0.8485,1.0,-,,
6,unknown,0,2,4,1,0,0.328,0.0,0.328,0.2,0.528,101.516,111.81,101.565,101.94,213.74,0,0,0.8485,1.0,-,,
7,unknown,0,2,5,1,0,0.488,0.0,0.488,0.192,0.68,101.932,110.09,100.384,100.58,210.67,0,0,0.8485,1.0,-,,
8,unknown,0,2,6,1,0,0.312,0.0,0.312,0.224,0.536,104.532,115.63,100.064,100.42,216.05,0,0,0.8485,1.0,-,,
