Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,sat,1,0,0,1,1,0.2857,0.0,0.2857,0.0476,0.3333,100.305,100.53,32.589,32.65,133.18,1,1,0.8452,1.0,-,[51.  4.  0. 11.  4.  3.  0.  3.  0.  0.  6. 83. 40.],[51.  4.  0. 11.  4.  3.  0.  3.  1.  0.  6. 83. 40.]
2,sat,2,0,0,1,1,0.2857,0.0,0.2857,0.0476,0.3333,100.035,100.25,1.8,1.86,102.11,1,1,0.8452,1.0,-,[60.  6.  0. 11.  2.  0.  2.  0.  0.  0.  0. 61. 10.],[60.  6.  0. 11.  2.  0.  2.  0.  1.  0.  0. 61. 10.]
3,unknown,2,0,1,1,0,0.2381,0.0,0.2381,0.0476,0.2857,100.169,100.4,100.125,100.19,200.59,0,0,0.8452,1.0,-,,
4,unsat,2,1,1,0,0,0.3333,0.0476,0.381,0,0.381,26.555,26.79,0,0.0,26.79,0,0,0.8452,1.0,-,,
5,unsat,2,2,1,0,0,0.3333,0.0476,0.381,0,0.381,34.03,34.27,0,0.0,34.27,0,0,0.8452,1.0,-,,
6,unsat,2,3,1,0,0,0.381,0.0,0.381,0,0.381,73.262,73.47,0,0.0,73.47,0,0,0.8452,1.0,-,,
7,unsat,2,4,1,0,0,0.4286,0.0,0.4286,0,0.4286,12.31,12.52,0,0.0,12.52,0,0,0.8452,1.0,-,,
8,unsat,2,5,1,0,0,0.4286,0.0,0.4286,0,0.4286,21.116,21.32,0,0.0,21.32,0,0,0.8452,1.0,-,,
9,unsat,2,6,1,0,0,0.381,0.0,0.381,0,0.381,22.381,22.63,0,0.0,22.63,0,0,0.8452,1.0,-,,
10,unsat,2,7,1,0,0,0.4286,0.0,0.4286,0,0.4286,10.606,10.81,0,0.0,10.81,0,0,0.8452,1.0,-,,
11,unsat,2,8,1,0,0,0.381,0.0,0.381,0,0.381,68.936,69.15,0,0.0,69.15,0,0,0.8452,1.0,-,,
12,unsat,2,9,1,0,0,0.381,0.0,0.381,0,0.381,65.414,65.62,0,0.0,65.62,0,0,0.8452,1.0,-,,
13,sat,3,9,1,1,1,0.2857,0.0,0.2857,0.0476,0.3333,100.078,100.3,17.599,17.66,117.96,1,1,0.8452,1.0,-,[89.  6. 15. 12.  3. 10.  2.  0.  0.  0.  0. 43. 30.],[89.  6. 15. 12.  3. 10.  2.  0.  1.  0.  0. 43. 30.]
14,unknown,3,9,2,1,0,0.1429,0.0,0.1429,0.1429,0.2857,100.287,100.57,100.305,100.37,200.94,0,0,0.8452,1.0,-,,
15,sat,4,9,2,0,0,0.2857,0.0,0.2857,0,0.2857,74.874,75.1,0,0.0,75.1,1,1,0.8452,1.0,-,[100.   6.  10.   1.   4.   9.   0.   4.   1.   0.  10. 100.  40.],[100.   6.  10.   1.   4.   9.   0.   4.   0.   0.  10. 100.  40.]
16,unsat,4,10,2,0,0,0.381,0.0,0.381,0,0.381,50.108,50.33,0,0.0,50.33,0,0,0.8452,1.0,-,,
17,unsat,4,11,2,0,0,0.381,0.0476,0.4286,0,0.4286,2.903,3.18,0,0.0,3.18,0,0,0.8452,1.0,-,,
18,sat,5,11,2,1,1,0.1905,0.0,0.1905,0.0952,0.2857,100.239,100.5,40.224,40.29,140.79,1,1,0.8452,1.0,-,[40.  0. 15.  9.  2.  3.  5.  0.  1.  0.  3. 41. 30.],[40.  0. 15.  9.  2.  3.  5.  0.  0.  0.  3. 41. 30.]
19,unsat,5,12,2,0,0,0.381,0.0476,0.4286,0,0.4286,3.649,3.9,0,0.0,3.9,0,0,0.8452,1.0,-,,
20,unsat,5,13,2,0,0,0.381,0.0476,0.4286,0,0.4286,4.455,4.69,0,0.0,4.69,0,0,0.8452,1.0,-,,
21,unsat,5,14,2,0,0,0.381,0.0476,0.4286,0,0.4286,4.524,4.8,0,0.0,4.8,0,0,0.8452,1.0,-,,
22,unsat,5,15,2,0,0,0.381,0.0476,0.4286,0,0.4286,4.224,4.46,0,0.0,4.46,0,0,0.8452,1.0,-,,
23,sat,6,15,2,1,1,0.2381,0.0,0.2381,0.0476,0.2857,100.035,100.26,28.207,28.27,128.53,1,1,0.8452,1.0,-,[31.  4. 14. 12.  2. 10.  4.  1.  1.  0.  0. 61. 10.],[31.  4. 14. 12.  2. 10.  4.  1.  0.  0.  0. 61. 10.]
24,sat,7,15,2,1,1,0.2381,0.0,0.2381,0.0952,0.3333,100.034,100.28,24.394,24.45,124.73,1,1,0.8452,1.0,-,[60.  2.  1.  6.  2.  0.  0.  0.  0.  0. 11. 54. 30.],[60.  2.  1.  6.  2.  0.  0.  0.  1.  0. 11. 54. 30.]
25,sat,8,15,2,1,1,0.2381,0.0,0.2381,0.0952,0.3333,100.02,100.29,43.365,43.42,143.71,1,1,0.8452,1.0,-,[19.  6.  7.  5.  4.  9.  4.  1.  1.  1. 16. 73. 39.],[19.  6.  7.  5.  4.  9.  4.  1.  0.  1. 16. 73. 39.]
26,sat,9,15,2,1,1,0.2381,0.0,0.2381,0.0952,0.3333,100.051,100.3,11.846,11.91,112.21,1,1,0.8452,1.0,-,[100.   1.   2.   5.   2.   0.   0.   0.   0.   0.  10.  31.   2.],[100.   1.   2.   5.   2.   0.   0.   0.   1.   0.  10.  31.   2.]
